donation_id,donor_id,donation_date,amount,campaign,payment_method,is_recurring
D100544,DON1197,2026-04-15,350.09,Gala 2026,paypal,False
D101809,DON1204,2026-04-27,1429873.77,Spring Appeal,check,False
D102239,DON1368,2024-12-31,391.36,Year-End Giving,paypal,False
D100495,DON1225,2026-06-25,169.2,Gala 2026,ach,False
D100366,DON1108,2025-12-03,211.34,Year-End Giving,credit_card,True
D102281,DON1071,2025-01-04,471.01,Monthly Giving,check,False
D101593,DON1295,2025-03-10,211.53,Gala 2026,ach,False
D100274,DON1272,2025-04-16,428.58,Year-End Giving,ach,False
D100789,DON9826,2026-03-10,175.77,Gala 2026,ach,False
D100072,DON1032,2025-03-10,88.26,Corporate Match,stock_transfer,False
D102134,DON1193,2026-02-13,452.48,Alumni Fund,stock_transfer,False
D101861,DON1354,2025-11-29,77.13,Gala 2026,credit_card,False
D100064,DON1020,2025-01-08,442.3,Year-End Giving,credit_card,False
D100395,DON1135,2025-06-04,340.11,Alumni Fund,check,True
D102282,DON1348,2025-11-04,444.28,Spring Appeal,stock_transfer,False
D100344,DON9896,2026-01-26,12.46,Monthly Giving,paypal,False
D101414,DON1013,2025-12-29,39.3,Alumni Fund,paypal,False
D101420,DON1148,2025-11-15,286.13,Corporate Match,check,False
D100501,DON1357,2025-06-02,168.5,Spring Appeal,ach,False
D101718,DON1396,2025-06-29,202.7,Gala 2026,check,False
D100977,DON1370,2025-02-06,128.02,Gala 2026,check,False
D100678,DON1268,2025-01-24,80.25,Gala 2026,stock_transfer,False
D101058,DON1213,2025-06-14,21.76,Gala 2026,paypal,True
D101937,DON1400,2026-06-13,324.46,Alumni Fund,stock_transfer,False
D102124,DON1283,2024-09-08,227.0,Gala 2026,stock_transfer,False
D101570,DON1349,2025-05-02,149.56,Gala 2025,check,False
D100273,DON1325,2024-10-07,44.9,Year-End Giving,stock_transfer,True
D101171,DON1376,2026-01-24,252.63,Year-End Giving,ach,False
D100206,DON1090,2025-03-19,231.58,Corporate Match,stock_transfer,False
D100734,DON1363,2026-07-23,45.8,Monthly Giving,credit_card,True
D100153,DON1148,2024-10-09,373.83,Alumni Fund,paypal,False
D100890,DON1091,2024-08-27,249.42,Year-End Giving,ach,True
D100558,DON1296,2026-04-10,358.94,Gala 2025,paypal,False
D100378,DON1162,2025-08-09,218.78,Monthly Giving,check,False
D101457,DON1263,2024-12-07,497.87,Monthly Giving,check,False
D100536,DON1174,2026-07-12,24.21,Corporate Match,credit_card,True
D101232,DON1019,2024-12-30,181.63,Gala 2026,check,False
D101042,DON1363,2026-05-31,119.73,Monthly Giving,ach,False
D101134,DON9183,2026-06-30,428.86,Spring Appeal,check,False
D100199,DON1267,2026-01-08,234.64,Corporate Match,credit_card,False
D100562,DON1297,2024-12-19,178.34,Alumni Fund,credit_card,False
D100686,DON1221,2024-11-04,230.56,Alumni Fund,paypal,False
D101248,DON1388,2025-05-01,314.55,Alumni Fund,paypal,False
D100591,DON1055,2026-01-25,51.58,Corporate Match,paypal,False
D100520,DON1035,2024-11-19,168.72,Spring Appeal,credit_card,False
D100309,DON1072,2026-01-29,210.51,Gala 2025,stock_transfer,True
D100605,DON1155,2025-11-18,9712.78,Spring Appeal,stock_transfer,False
D102177,DON1329,2026-06-26,380.01,Alumni Fund,paypal,False
D100933,DON1064,2024-11-05,105.17,Gala 2026,check,False
D100060,DON1139,2024-10-27,77.26,Monthly Giving,stock_transfer,False
D100584,DON1330,2026-07-11,136.91,Spring Appeal,credit_card,True
D100908,DON1053,2024-09-26,35.68,Spring Appeal,credit_card,False
D100208,DON1352,2024-12-07,295.34,Gala 2025,credit_card,True
D100492,DON1041,2025-05-20,256.14,Monthly Giving,paypal,False
D101628,DON1324,2026-04-09,222.85,Alumni Fund,ach,True
D100786,DON1175,2025-12-13,140.35,Corporate Match,paypal,False
D102419,DON1160,2024-12-25,223.32,Year-End Giving,ach,False
D102452,DON1088,2025-12-11,25.39,Gala 2026,ach,False
D100793,DON1317,2025-05-11,444.96,Alumni Fund,paypal,False
D100832,DON9178,2025-12-05,354.62,Alumni Fund,paypal,False
D100163,DON1233,2025-08-08,11.21,Alumni Fund,credit_card,False
D101345,DON1336,2026-01-06,21745.47,Alumni Fund,check,False
D100527,DON1017,2024-09-28,439.75,Gala 2025,paypal,False
D100931,DON1003,2026-01-07,365.42,Gala 2026,paypal,False
D100257,DON1234,2025-07-27,107.56,Gala 2025,paypal,False
D100507,DON1007,2024-11-17,276.32,Spring Appeal,stock_transfer,False
D102008,DON1077,2025-12-04,63.46,Alumni Fund,credit_card,True
D102145,DON1247,2025-03-10,72.65,Alumni Fund,credit_card,True
D102251,DON1215,2025-06-08,400.7,Corporate Match,ach,False
D102187,DON1008,2024-12-17,283.43,Monthly Giving,stock_transfer,True
D101592,DON1106,2025-01-17,143.93,Corporate Match,stock_transfer,False
D101939,DON1197,2025-07-12,82.0,Monthly Giving,credit_card,False
D101721,DON1355,2026-06-22,263.33,Corporate Match,credit_card,False
D100021,DON1128,2025-02-18,8720.96,Monthly Giving,paypal,False
D101823,DON1400,2025-08-05,199.77,Corporate Match,check,True
D100440,DON1321,2025-03-07,85.42,Monthly Giving,credit_card,True
D102160,DON1359,2025-05-19,262.2,Corporate Match,paypal,False
D100382,DON1052,2025-04-09,175.83,Monthly Giving,stock_transfer,False
D101388,DON1370,2024-10-24,420.06,Gala 2026,credit_card,False
D101698,DON1357,2025-03-10,272.47,Corporate Match,credit_card,False
D100539,DON1358,2024-12-07,345.39,Corporate Match,paypal,False
D100932,DON1381,2024-08-31,324.11,Monthly Giving,credit_card,False
D101056,DON1289,2024-11-25,160.62,Gala 2026,ach,False
D100084,DON1066,2026-01-18,11.7,Spring Appeal,check,False
D101492,DON1176,2026-06-10,393.16,Gala 2026,credit_card,False
D101235,DON1219,2024-11-18,67.82,Monthly Giving,check,False
D102226,DON1358,2025-09-30,499.12,Spring Appeal,ach,True
D100884,DON1395,2026-05-31,224.95,Alumni Fund,stock_transfer,True
D101261,DON1145,2025-12-16,396.2,Gala 2025,paypal,False
D101512,DON1341,2025-10-18,414.87,Gala 2026,stock_transfer,False
D101798,DON1130,2025-08-01,237.12,Gala 2026,check,False
D100887,DON1017,2026-07-11,476.79,Gala 2025,stock_transfer,False
D100271,DON1094,2026-04-24,330.67,Year-End Giving,check,False
D102016,DON1061,2025-09-26,219.77,Gala 2025,credit_card,True
D101252,DON1152,2024-12-16,311.62,Gala 2025,check,False
D102082,DON1269,2025-01-16,428.34,Spring Appeal,credit_card,True
D102286,DON1188,2025-02-11,125.57,Year-End Giving,check,False
D101643,DON1062,2025-02-19,443.54,Monthly Giving,stock_transfer,False
D101352,DON1159,2026-04-10,97.22,Year-End Giving,stock_transfer,False
D102399,DON1134,2025-04-21,426.5,Year-End Giving,ach,False
D100430,DON1274,2025-06-27,148.24,Year-End Giving,paypal,False
D101211,DON1336,2026-07-26,360.44,Alumni Fund,ach,False
D102216,DON1124,2026-04-03,216.13,Spring Appeal,paypal,False
D102227,DON1290,2026-04-30,15.18,Alumni Fund,paypal,False
D100459,DON9036,2026-04-19,263.63,Gala 2025,credit_card,False
D100928,DON1222,2024-11-18,398.84,Spring Appeal,paypal,False
D100079,DON1289,2025-10-30,405.39,Corporate Match,credit_card,False
D102454,DON1130,2024-10-22,118.51,Monthly Giving,stock_transfer,False
D101627,DON1232,2026-07-11,198.93,Spring Appeal,ach,False
D100033,DON1022,2025-07-16,5909.24,Corporate Match,stock_transfer,False
D100907,DON1346,2025-03-22,33.4,Corporate Match,stock_transfer,False
D101125,DON1082,2026-01-18,402.57,Monthly Giving,credit_card,False
D101430,DON1126,2026-04-21,347.95,Corporate Match,ach,False
D102266,DON1142,2025-05-11,117.32,Year-End Giving,ach,False
D100381,DON1377,2025-08-15,68.35,Year-End Giving,paypal,False
D100227,DON1291,2025-06-03,461.31,Monthly Giving,ach,False
D101405,DON1298,2025-06-28,211.04,Corporate Match,credit_card,False
D101227,DON1266,2025-08-01,205.62,Spring Appeal,stock_transfer,False
D100716,DON1311,2026-02-15,401.48,Spring Appeal,ach,False
D101369,DON1391,2025-10-09,165.99,Year-End Giving,paypal,False
D100687,DON1091,2026-01-14,158.49,Corporate Match,ach,False
D102154,DON1392,2024-10-16,344.26,Monthly Giving,credit_card,False
D101557,DON1223,2025-02-25,250.71,Gala 2025,stock_transfer,False
D100306,DON1175,2025-12-24,119.23,Gala 2026,check,False
D100210,DON1026,2025-12-03,412.63,Gala 2026,paypal,True
D102176,DON1048,2025-02-22,125.26,Monthly Giving,check,False
D102397,DON1073,2025-02-11,376.73,Year-End Giving,ach,False
D101065,DON1219,2026-07-03,54.32,Year-End Giving,ach,False
D101104,DON1043,2026-02-02,50.04,Alumni Fund,paypal,False
D101985,DON1153,2025-12-07,370.36,Monthly Giving,stock_transfer,False
D101713,DON1290,2025-03-01,212.62,Corporate Match,check,False
D101214,DON1298,2026-02-20,207.85,Spring Appeal,credit_card,False
D101561,DON1223,2026-03-15,97.36,Gala 2025,credit_card,False
D101002,DON1235,2025-12-05,401.25,Monthly Giving,check,False
D101458,DON1295,2025-04-06,47.02,Spring Appeal,stock_transfer,False
D100192,DON1369,2025-10-08,290.05,Spring Appeal,stock_transfer,False
D101353,DON1097,2025-10-09,489.85,Gala 2025,paypal,False
D101387,DON1041,2024-09-16,157.97,Gala 2026,credit_card,True
D102482,DON1308,2025-10-11,28.34,Gala 2026,stock_transfer,False
D100484,DON1116,2026-07-27,331.9,Spring Appeal,paypal,False
D102408,DON1394,2026-07-08,299.79,Gala 2025,stock_transfer,False
D100916,DON1356,2025-02-16,383.24,Corporate Match,check,False
D101502,DON1125,2024-11-15,215.31,Monthly Giving,ach,False
D100278,DON1003,2024-12-01,192.82,Spring Appeal,check,False
D101049,DON1386,2026-07-25,367.61,Gala 2026,check,True
D100222,DON1166,2026-03-20,355.3,Year-End Giving,credit_card,False
D102317,DON1241,2025-08-30,280.1,Gala 2026,credit_card,False
D100572,DON1243,2025-07-17,223.02,Gala 2025,paypal,False
D100412,DON1182,2025-03-08,389.62,Gala 2026,credit_card,False
D102481,DON1112,2026-06-25,43.64,Year-End Giving,ach,False
D100999,DON1093,2025-07-01,484.32,Monthly Giving,stock_transfer,False
D100994,DON1079,2024-12-05,195.68,Monthly Giving,ach,True
D100586,DON1137,2026-03-28,201.75,Spring Appeal,stock_transfer,False
D101894,DON1339,2025-11-08,93.42,Monthly Giving,paypal,False
D101448,DON1226,2024-12-01,129.14,Gala 2025,paypal,False
D100403,DON9691,2024-11-09,169.46,Monthly Giving,check,True
D101646,DON1305,2025-12-07,469.08,Gala 2026,check,True
D100675,DON1021,2025-08-21,198.54,Gala 2026,stock_transfer,False
D101212,DON1156,2025-12-23,421.27,Gala 2026,paypal,False
D100856,DON1398,2026-01-26,305.63,Gala 2025,check,False
D100448,DON1035,2026-02-18,97.53,Spring Appeal,ach,True
D101026,DON1141,2026-04-09,218.89,Monthly Giving,ach,True
D101195,DON1015,2026-02-01,20335.39,Spring Appeal,ach,False
D100223,DON1038,2025-08-22,203.84,Spring Appeal,check,False
D102127,DON1226,2025-03-06,287.94,Corporate Match,credit_card,False
D102248,DON1070,2024-08-27,22927.69,Gala 2025,paypal,False
D101673,DON1239,2025-02-15,292.61,Spring Appeal,credit_card,False
D101599,DON1144,2024-10-15,488.3,Corporate Match,ach,False
D101765,DON1021,2024-09-04,244.93,Gala 2025,check,True
D100046,DON1171,2025-12-26,82.98,Monthly Giving,ach,False
D102212,DON1393,2026-06-23,53.16,Monthly Giving,stock_transfer,False
D101076,DON1147,2025-04-03,324.8,Monthly Giving,ach,False
D100962,DON1060,2025-05-02,176.72,Monthly Giving,ach,False
D100295,DON1086,2024-09-26,38.74,Alumni Fund,ach,True
D101194,DON1258,2026-04-22,239.51,Gala 2026,paypal,False
D100989,DON1181,2024-11-08,347.09,Corporate Match,credit_card,False
D100589,DON1029,2025-01-13,54.43,Monthly Giving,check,True
D102258,DON1196,2025-03-07,34.67,Alumni Fund,check,False
D100258,DON1064,2025-01-29,249.51,Gala 2026,ach,False
D101837,DON1127,2025-09-13,327.76,Monthly Giving,credit_card,False
D101304,DON1284,2026-03-25,113.13,Monthly Giving,ach,False
D100927,DON1041,2025-04-20,195.08,Gala 2026,paypal,False
D102479,DON1237,2025-08-22,354.14,Monthly Giving,paypal,True
D101567,DON1212,2024-11-30,102.85,Alumni Fund,paypal,False
D100437,DON1342,2026-01-09,320.13,Gala 2025,credit_card,True
D102402,DON1086,2026-02-20,344.73,Alumni Fund,stock_transfer,False
D101763,DON1027,2026-05-27,323.61,Spring Appeal,check,False
D100394,DON1113,2026-05-31,164.71,Gala 2025,stock_transfer,False
D100426,DON9383,2026-06-14,224.18,Year-End Giving,ach,False
D100535,DON1164,2025-11-03,403.96,Monthly Giving,ach,True
D100031,DON1326,2025-05-25,316.26,Monthly Giving,stock_transfer,True
D101011,DON1136,2026-05-20,288.73,Year-End Giving,check,False
D101334,DON1124,2026-05-18,198.91,Gala 2026,check,False
D102103,DON1305,2025-10-09,337.31,Year-End Giving,stock_transfer,False
D101030,DON1311,2026-01-11,474.68,Gala 2025,check,False
D100747,DON1055,2024-11-04,49.72,Alumni Fund,paypal,False
D101799,DON1382,2025-12-02,164.25,Alumni Fund,stock_transfer,False
D101607,DON1389,2025-11-12,173.13,Spring Appeal,ach,False
D101305,DON1203,2026-01-04,402.63,Gala 2025,check,False
D101751,DON1309,2026-05-10,59.74,Alumni Fund,ach,False
D102235,DON1321,2025-06-19,118.48,Corporate Match,check,False
D101454,DON1379,2025-10-15,453.5,Gala 2026,ach,True
D100557,DON1233,2026-04-01,230.52,Gala 2025,ach,True
D101510,DON1371,2026-03-24,323.73,Gala 2025,paypal,False
D101993,DON1387,2024-08-22,313.57,Corporate Match,paypal,False
D102252,DON1096,2025-11-12,237.05,Spring Appeal,stock_transfer,True
D100571,DON1244,2025-12-23,378.69,Monthly Giving,ach,False
D100353,DON1144,2026-04-06,273.92,Gala 2025,credit_card,False
D100092,DON1214,2026-03-28,100.1,Monthly Giving,paypal,False
D102128,DON1161,2024-10-09,70.82,Year-End Giving,stock_transfer,False
D101079,DON1381,2024-11-29,117.26,Year-End Giving,stock_transfer,False
D101057,DON1137,2024-11-06,414.21,Spring Appeal,stock_transfer,False
D101944,DON1371,2026-01-28,169.63,Corporate Match,stock_transfer,False
D102105,DON1201,2026-04-26,465.81,Gala 2026,credit_card,False
D100349,DON1052,2025-09-20,104.81,Gala 2026,paypal,False
D102024,DON1363,2025-12-28,371.15,Year-End Giving,credit_card,True
D101901,DON1342,2025-02-14,87.71,Year-End Giving,paypal,False
D101489,DON9493,2025-07-04,318.07,Alumni Fund,stock_transfer,False
D101048,DON1321,2026-08-03,410.26,Year-End Giving,check,False
D102394,DON1315,2024-10-18,488.24,Spring Appeal,paypal,False
D102380,DON1234,2026-06-23,224.39,Gala 2026,ach,False
D102091,DON1090,2025-09-15,113.36,Corporate Match,stock_transfer,False
D100454,DON1092,2026-02-23,375.59,Alumni Fund,stock_transfer,False
D100914,DON1112,2025-06-27,254.79,Spring Appeal,stock_transfer,False
D101707,DON1229,2025-11-17,283.11,Gala 2026,credit_card,False
D100038,DON1127,2025-12-16,473.24,Alumni Fund,stock_transfer,False
D100975,DON1076,2026-03-30,342.93,Year-End Giving,credit_card,True
D101790,DON1037,2026-07-01,41.82,Monthly Giving,check,True
D101407,DON1292,2025-04-20,476.4,Spring Appeal,stock_transfer,False
D100040,DON1256,2025-08-26,54.12,Gala 2026,stock_transfer,False
D101274,DON1038,2025-04-21,460.13,Gala 2026,check,True
D100170,DON1068,2025-11-17,228.08,Spring Appeal,check,False
D102076,DON1210,2025-05-15,236.35,Year-End Giving,check,True
D101114,DON1268,2026-02-08,463.91,Gala 2026,paypal,False
D101356,DON1148,2025-12-17,256.84,Alumni Fund,check,True
D100635,DON1272,2025-02-11,159.0,Year-End Giving,check,True
D101642,DON1161,2026-01-14,413.83,Corporate Match,ach,False
D100580,DON1130,2025-01-19,47.1,Gala 2026,check,False
D101577,DON1337,2025-04-12,13810.61,Alumni Fund,ach,False
D100893,DON1036,2024-12-17,111.18,Alumni Fund,ach,False
D100781,DON1286,2024-12-28,348.17,Monthly Giving,stock_transfer,False
D100160,DON1211,2026-06-14,434.85,Year-End Giving,ach,False
D101270,DON1065,2025-05-23,455.54,Corporate Match,stock_transfer,False
D101186,DON1156,2025-03-29,154.42,Gala 2026,credit_card,False
D100062,DON1003,2025-10-14,87.39,Corporate Match,paypal,False
D100850,DON1053,2025-03-09,154.51,Gala 2026,paypal,True
D102472,DON1035,2024-09-14,126.05,Alumni Fund,ach,False
D102435,DON1115,2025-06-22,371.21,Corporate Match,credit_card,False
D101044,DON1060,2025-08-28,4127156.74,Monthly Giving,check,False
D101386,DON1168,2025-05-02,488.65,Corporate Match,credit_card,False
D101423,DON1076,2026-06-07,363.36,Corporate Match,stock_transfer,False
D101071,DON1283,2026-04-02,128.82,Alumni Fund,ach,True
D100054,DON1340,2025-06-22,478.78,Gala 2026,stock_transfer,False
D101588,DON1098,2026-05-21,367.36,Alumni Fund,stock_transfer,False
D100506,DON1394,2026-06-10,98.54,Year-End Giving,ach,True
D100753,DON1351,2025-04-04,57.09,Gala 2025,stock_transfer,True
D101419,DON1170,2026-03-20,288.43,Monthly Giving,credit_card,False
D101463,DON1115,2026-06-22,270.86,Corporate Match,ach,False
D101438,DON1058,2025-07-23,248.91,Gala 2025,stock_transfer,False
D101091,DON1079,2026-06-17,57.73,Spring Appeal,ach,False
D102135,DON1211,2025-02-12,138.44,Spring Appeal,check,False
D100772,DON1217,2026-06-10,141.25,Corporate Match,paypal,False
D102363,DON9310,2025-03-27,159.15,Spring Appeal,ach,False
D102257,DON1374,2026-06-18,377.32,Corporate Match,paypal,True
D101086,DON1258,2025-09-19,83.59,Monthly Giving,paypal,False
D102141,DON1391,2025-10-08,441.86,Corporate Match,paypal,False
D101224,DON1321,2026-03-04,48.29,Alumni Fund,stock_transfer,False
D101180,DON1113,2025-02-18,253.94,Year-End Giving,stock_transfer,False
D101404,DON1205,2025-12-20,173.69,Gala 2026,ach,False
D101400,DON1050,2025-03-06,64.21,Gala 2025,ach,False
D101271,DON1147,2024-10-13,210.17,Monthly Giving,ach,False
D100964,DON1098,2026-04-06,166.63,Gala 2025,ach,False
D101191,DON1306,2025-06-10,342.67,Gala 2025,stock_transfer,True
D100399,DON1278,2025-12-04,191.89,Gala 2025,paypal,False
D100585,DON1398,2025-04-25,82.94,Corporate Match,credit_card,False
D100949,DON1194,2025-10-28,437.81,Alumni Fund,credit_card,True
D100705,DON1033,2024-11-08,140.8,Gala 2025,ach,False
D100432,DON1017,2025-04-23,476.31,Spring Appeal,check,False
D100293,DON1088,2024-09-12,477.99,Gala 2025,credit_card,False
D101902,DON1370,2026-07-25,114.8,Gala 2025,check,True
D102418,DON1267,2025-07-05,199.98,Gala 2026,check,False
D101568,DON9710,2026-01-27,230.07,Corporate Match,ach,True
D100003,DON1271,2025-07-21,126.44,Spring Appeal,credit_card,False
D100577,DON1351,2024-08-21,148.82,Year-End Giving,credit_card,True
D101916,DON1014,2024-08-23,7134.92,Alumni Fund,paypal,True
D100340,DON1004,2026-06-14,380.42,Monthly Giving,credit_card,False
D101724,DON1097,2026-04-25,78.25,Alumni Fund,check,True
D100926,DON1091,2025-07-31,292.45,Corporate Match,ach,False
D100266,DON1365,2026-06-22,102.3,Monthly Giving,ach,False
D100377,DON1364,2025-05-15,15450.81,Monthly Giving,credit_card,False
D100272,DON1216,2024-12-19,137.67,Gala 2025,paypal,False
D100697,DON1255,2024-11-07,46.91,Alumni Fund,stock_transfer,False
D101663,DON1321,2026-08-17,423.35,Year-End Giving,stock_transfer,True
D100245,DON1109,2026-03-18,217.45,Corporate Match,paypal,False
D101923,DON1215,2026-01-08,27.88,Corporate Match,check,True
D100477,DON1358,2024-11-25,453.96,Monthly Giving,credit_card,False
D102155,DON1204,2025-10-22,153.8,Corporate Match,ach,False
D101230,DON1289,2024-10-14,385.13,Spring Appeal,check,False
D101322,DON1281,2025-06-10,7351.67,Gala 2025,check,False
D101200,DON1105,2026-03-18,483.97,Year-End Giving,ach,False
D101338,DON1287,2026-05-03,103.58,Gala 2025,ach,False
D100251,DON1312,2026-03-07,203.94,Gala 2025,ach,True
D100414,DON1037,2026-02-21,163.61,Corporate Match,check,False
D101745,DON1252,2026-02-26,217.83,Gala 2026,check,False
D101695,DON1324,2025-03-18,377.04,Year-End Giving,stock_transfer,False
D100311,DON1325,2025-02-21,388.35,Gala 2026,paypal,False
D100894,DON1341,2025-09-14,470.19,Monthly Giving,ach,False
D101132,DON1107,2025-10-06,20.76,Spring Appeal,paypal,False
D102447,DON1305,2025-09-28,254.03,Monthly Giving,check,False
D100016,DON1219,2025-10-11,229.09,Corporate Match,check,False
D100722,DON1181,2025-09-07,278.39,Gala 2025,paypal,False
D102213,DON1104,2025-03-19,50.49,Alumni Fund,credit_card,True
D100982,DON1167,2025-12-23,399.66,Year-End Giving,paypal,False
D102126,DON1316,2024-11-16,458.42,Corporate Match,stock_transfer,False
D102025,DON1331,2025-09-05,55.38,Gala 2026,credit_card,False
D100364,DON1226,2025-02-07,325.3,Year-End Giving,ach,True
D101953,DON1308,2025-01-03,40.68,Spring Appeal,credit_card,False
D100183,DON1391,2024-11-03,42.4,Corporate Match,paypal,False
D100986,DON1288,2025-09-27,51.46,Spring Appeal,stock_transfer,False
D102228,DON1026,2025-07-12,115.15,Corporate Match,ach,False
D101262,DON1151,2025-12-09,31.86,Year-End Giving,stock_transfer,True
D101360,DON1240,2025-12-19,225.11,Monthly Giving,paypal,False
D101122,DON1008,2025-08-26,421.98,Monthly Giving,stock_transfer,False
D100188,DON1365,2024-11-04,253.11,Monthly Giving,check,True
D100620,DON1112,2026-07-08,327.34,Spring Appeal,credit_card,False
D102386,DON1212,2025-07-11,442.72,Gala 2026,credit_card,False
D100615,DON1314,2025-09-26,280.85,Year-End Giving,credit_card,False
D101658,DON1085,2026-06-26,13.6,Corporate Match,stock_transfer,False
D100995,DON1057,2026-05-18,171.39,Spring Appeal,check,False
D100935,DON1377,2025-07-04,461.52,Gala 2025,credit_card,False
D100372,DON1215,2025-03-19,96.94,Monthly Giving,stock_transfer,True
D101377,DON1217,2026-05-14,136.74,Corporate Match,credit_card,False
D100594,DON1370,2026-03-10,405.48,Corporate Match,stock_transfer,False
D100727,DON1286,2025-08-26,454.35,Gala 2026,ach,False
D101892,DON1126,2026-05-30,53.46,Corporate Match,stock_transfer,False
D100688,DON1367,2025-09-26,288.74,Gala 2026,stock_transfer,False
D102217,DON1223,2026-07-30,104.94,Monthly Giving,ach,False
D100137,DON1221,2025-07-12,118.78,Corporate Match,stock_transfer,False
D100629,DON1063,2024-12-24,414.44,Gala 2025,paypal,False
D100335,DON1334,2024-12-22,474.62,Year-End Giving,stock_transfer,False
D101522,DON1370,2025-01-18,314.68,Corporate Match,ach,False
D101848,DON1340,2025-11-26,144.21,Spring Appeal,check,True
D101110,DON1231,2026-01-04,320.8,Corporate Match,stock_transfer,True
D101238,DON1161,2025-07-16,129.68,Gala 2025,ach,False
D101835,DON1380,2026-06-16,475.0,Monthly Giving,credit_card,True
D100711,DON1268,2025-03-10,389.81,Monthly Giving,check,False
D101040,DON1206,2026-08-14,11.76,Monthly Giving,ach,False
D101625,DON1246,2025-06-18,249.65,Monthly Giving,ach,False
D101487,DON1075,2025-05-12,26.77,Alumni Fund,paypal,False
D102322,DON1386,2025-11-02,490.04,Year-End Giving,ach,True
D101113,DON1064,2025-10-13,233.44,Gala 2026,check,False
D100466,DON1324,2025-04-08,30.18,Monthly Giving,stock_transfer,True
D101399,DON1381,2026-07-26,461.38,Year-End Giving,paypal,False
D102497,DON1277,2026-06-30,431.34,Spring Appeal,paypal,True
D102085,DON1300,2025-06-27,280.5,Alumni Fund,stock_transfer,False
D101105,DON1343,2025-05-13,36.33,Gala 2026,check,False
D102172,DON1264,2026-03-13,282.95,Year-End Giving,ach,True
D100339,DON1133,2025-01-31,208.18,Gala 2025,credit_card,False
D102489,DON1221,2025-10-10,35.8,Monthly Giving,stock_transfer,False
D102113,DON1001,2026-04-08,396.78,Year-End Giving,check,False
D101311,DON1381,2025-02-20,109.31,Gala 2025,stock_transfer,False
D101205,DON1222,2026-04-16,7833.72,Corporate Match,ach,True
D102120,DON1385,2025-08-10,71.04,Spring Appeal,paypal,False
D100817,DON1252,2024-12-19,13740.35,Gala 2026,credit_card,False
D101068,DON1043,2025-12-04,293.16,Corporate Match,ach,False
D100275,DON1235,2026-02-20,98.37,Spring Appeal,paypal,False
D101930,DON1218,2024-11-08,79.87,Year-End Giving,stock_transfer,False
D100866,DON1057,2025-05-07,233.54,Gala 2025,check,False
D100102,DON1256,2025-10-07,175.41,Alumni Fund,paypal,False
D101583,DON1326,2025-12-02,85.04,Monthly Giving,check,False
D100108,DON1221,2026-07-03,62.44,Spring Appeal,stock_transfer,True
D101132,DON1107,2025-10-06,20.76,Spring Appeal,paypal,False
D101525,DON1092,2025-08-31,107.32,Spring Appeal,stock_transfer,False
D101651,DON1084,2024-12-05,379.78,Gala 2025,check,True
D101973,DON1225,2025-07-30,414.9,Alumni Fund,stock_transfer,False
D101408,DON1283,2024-08-31,457.47,Gala 2026,check,False
D101762,DON1225,2026-01-02,359.32,Gala 2025,ach,False
D102034,DON1300,2025-03-28,281.04,Year-End Giving,ach,False
D102051,DON1312,2024-12-18,33.72,Year-End Giving,ach,True
D100713,DON1217,2025-09-28,114.91,Gala 2025,paypal,False
D100073,DON1395,2025-07-25,458.9,Gala 2025,check,False
D101849,DON1032,2024-09-17,376.68,Monthly Giving,check,False
D102428,DON9364,2026-08-18,214.79,Alumni Fund,stock_transfer,True
D100482,DON1157,2025-10-26,86.93,Gala 2025,check,False
D101711,DON1246,2024-10-17,280.99,Corporate Match,stock_transfer,False
D102292,DON1033,2025-02-17,71.97,Year-End Giving,check,False
D101172,DON1306,2026-03-15,8701.58,Corporate Match,stock_transfer,False
D102059,DON1066,2025-06-28,104.89,Alumni Fund,check,False
D101476,DON1379,2025-11-24,213.29,Year-End Giving,paypal,True
D100406,DON1052,2025-05-06,282.12,Alumni Fund,paypal,True
D100758,DON1025,2026-05-11,261.57,Monthly Giving,paypal,False
D101445,DON1202,2024-12-17,23799.75,Spring Appeal,paypal,False
D102164,DON1387,2025-03-14,167.04,Corporate Match,stock_transfer,True
D101661,DON1058,2026-03-09,373.98,Alumni Fund,ach,False
D102229,DON1336,2025-08-24,225.68,Monthly Giving,check,True
D100744,DON1146,2024-10-15,259.28,Gala 2025,stock_transfer,False
D100807,DON1192,2026-01-03,397.69,Year-End Giving,stock_transfer,False
D102332,DON1338,2025-08-23,488.9,Gala 2025,credit_card,True
D102389,DON1079,2025-11-05,82.69,Monthly Giving,credit_card,True
D101947,DON1282,2025-01-23,209.05,Alumni Fund,check,False
D102023,DON1379,2025-01-01,151.08,Spring Appeal,stock_transfer,False
D100149,DON1096,2026-07-26,460.39,Year-End Giving,stock_transfer,True
D101265,DON1115,2025-04-08,318.86,Corporate Match,paypal,False
D101478,DON1207,2025-10-09,139.94,Gala 2025,credit_card,False
D100693,DON1034,2024-12-02,93.19,Monthly Giving,check,True
D100819,DON1079,2025-07-07,92.9,Monthly Giving,check,True
D101805,DON1281,2026-05-24,233.65,Gala 2025,check,True
D101484,DON1067,2026-03-16,333.01,Corporate Match,credit_card,False
D101761,DON1389,2024-12-21,157.97,Year-End Giving,ach,True
D100702,DON1096,2025-03-25,481.44,Corporate Match,paypal,False
D102234,DON1110,2025-05-14,352.38,Alumni Fund,check,True
D100922,DON1376,2025-08-01,274.26,Corporate Match,ach,False
