employee_id,week_ending_date,hours_logged,program_area
EMP1015,2024-08-23,41.7,
EMP1016,2026-08-14,39.9,
EMP1016,2026-08-07,36.9,
EMP1016,2026-07-31,41.5,
EMP1016,2026-07-24,39.6,
EMP1016,2026-07-17,41.7,
EMP1016,2026-07-10,39.3,
EMP1016,2026-07-03,37.3,
EMP1016,2026-06-26,40.5,
EMP1016,2026-06-19,40.4,
EMP1016,2026-06-12,41.2,
EMP1016,2026-06-05,38.4,
EMP1016,2026-05-29,39.1,
EMP1016,2026-05-22,40.3,
EMP1016,2026-05-15,38.7,
EMP1016,2026-05-08,37.1,
EMP1016,2026-05-01,41.5,
EMP1016,2026-04-24,38.6,
EMP1016,2026-04-17,37.8,
EMP1016,2026-04-10,37.5,
EMP1016,2026-04-03,39.2,
EMP1016,2026-03-27,36.3,
EMP1016,2026-03-20,41.7,
EMP1016,2026-03-13,40.8,
EMP1016,2026-03-06,41.4,
EMP1016,2026-02-27,40.9,
EMP1016,2026-02-20,36.6,
EMP1016,2026-02-13,37.2,
EMP1016,2026-02-06,39.2,
EMP1016,2026-01-30,37.1,
EMP1016,2026-01-23,40.6,
EMP1016,2026-01-16,36.5,
EMP1016,2026-01-09,41.9,
EMP1016,2026-01-02,38.4,
EMP1016,2025-12-26,36.2,
EMP1016,2025-12-19,41.4,
EMP1016,2025-12-12,37.7,
EMP1016,2025-12-05,36.3,
EMP1016,2025-11-28,41.9,
EMP1016,2025-11-21,40.2,
EMP1016,2025-11-14,41.6,
EMP1016,2025-11-07,36.9,
EMP1016,2025-10-31,39.7,
EMP1016,2025-10-24,40.5,
EMP1016,2025-10-17,36.4,
EMP1016,2025-10-10,40.8,
EMP1016,2025-10-03,40.4,
EMP1016,2025-09-26,40.0,
EMP1016,2025-09-19,41.1,
EMP1016,2025-09-12,41.2,
EMP1016,2025-09-05,40.4,
EMP1016,2025-08-29,39.4,
EMP1016,2025-08-22,37.3,
EMP1016,2025-08-15,36.7,
EMP1016,2025-08-08,37.2,
EMP1016,2025-08-01,40.9,
EMP1016,2025-07-25,39.0,
EMP1016,2025-07-18,36.9,
EMP1016,2025-07-11,39.8,
EMP1016,2025-07-04,39.3,
EMP1016,2025-06-27,36.8,
EMP1016,2025-06-20,39.5,
EMP1016,2025-06-13,39.2,
EMP1016,2025-06-06,39.9,
EMP1016,2025-05-30,41.0,
EMP1016,2025-05-23,38.3,
EMP1016,2025-05-16,37.0,
EMP1016,2025-05-09,40.7,
EMP1016,2025-05-02,41.6,
EMP1016,2025-04-25,36.8,
EMP1016,2025-04-18,41.5,
EMP1016,2025-04-11,38.0,
EMP1016,2025-04-04,41.8,
EMP1016,2025-03-28,39.9,
EMP1016,2025-03-21,36.3,
EMP1016,2025-03-14,37.1,
EMP1016,2025-03-07,38.0,
EMP1016,2025-02-28,37.4,
EMP1016,2025-02-21,39.4,
EMP1016,2025-02-14,38.9,
EMP1016,2025-02-07,38.6,
EMP1016,2025-01-31,39.7,
EMP1016,2025-01-24,40.8,
EMP1016,2025-01-17,39.7,
EMP1016,2025-01-10,37.6,
EMP1016,2025-01-03,41.4,
EMP1016,2024-12-27,38.4,
EMP1016,2024-12-20,41.5,
EMP1016,2024-12-13,39.4,
EMP1016,2024-12-06,41.9,
EMP1016,2024-11-29,40.7,
EMP1016,2024-11-22,41.5,
EMP1016,2024-11-15,41.9,
EMP1016,2024-11-08,36.2,
EMP1016,2024-11-01,41.9,
EMP1016,2024-10-25,38.2,
EMP1016,2024-10-18,39.2,
EMP1016,2024-10-11,41.3,
EMP1016,2024-10-04,36.5,
EMP1016,2024-09-27,40.0,
EMP1016,2024-09-20,37.5,
EMP1016,2024-09-13,41.6,
EMP1016,2024-09-06,38.7,
EMP1016,2024-08-30,38.5,
EMP1016,2024-08-23,36.6,
EMP1017,2026-08-14,39.2,
EMP1017,2026-08-07,39.4,
EMP1017,2026-07-31,41.9,
EMP1017,2026-07-24,36.9,
EMP1017,2026-07-17,40.6,
EMP1017,2026-07-10,41.5,
EMP1017,2026-07-03,39.9,
EMP1017,2026-06-26,40.6,
EMP1017,2026-06-19,41.1,
EMP1017,2026-06-12,36.0,
EMP1017,2026-06-05,37.5,
EMP1017,2026-05-29,41.6,
EMP1017,2026-05-22,38.9,
EMP1017,2026-05-15,36.7,
EMP1017,2026-05-08,37.0,
EMP1017,2026-05-01,37.4,
EMP1017,2026-04-24,36.4,
EMP1017,2026-04-17,37.2,
EMP1017,2026-04-10,40.0,
EMP1017,2026-04-03,37.9,
EMP1017,2026-03-27,38.4,
EMP1017,2026-03-20,36.1,
EMP1017,2026-03-13,39.0,
EMP1017,2026-03-06,39.0,
EMP1017,2026-02-27,39.9,
EMP1017,2026-02-20,36.4,
EMP1017,2026-02-13,41.9,
EMP1017,2026-02-06,38.1,
EMP1017,2026-01-30,37.4,
EMP1017,2026-01-23,36.5,
EMP1017,2026-01-16,39.5,
EMP1017,2026-01-09,40.0,
EMP1017,2026-01-02,41.8,
EMP1017,2025-12-26,36.9,
EMP1017,2025-12-19,38.0,
EMP1017,2025-12-12,39.7,
EMP1017,2025-12-05,41.0,
EMP1017,2025-11-28,39.6,
EMP1017,2025-11-21,36.4,
EMP1017,2025-11-14,37.2,
EMP1017,2025-11-07,38.9,
EMP1017,2025-10-31,37.3,
EMP1017,2025-10-24,36.2,
EMP1017,2025-10-17,37.8,
EMP1017,2025-10-10,37.1,
EMP1017,2025-10-03,37.8,
EMP1017,2025-09-26,42.0,
EMP1017,2025-09-19,37.7,
EMP1017,2025-09-12,38.7,
EMP1017,2025-09-05,39.3,
EMP1017,2025-08-29,36.0,
EMP1017,2025-08-22,37.6,
EMP1017,2025-08-15,38.6,
EMP1017,2025-08-08,38.7,
EMP1017,2025-08-01,41.8,
EMP1017,2025-07-25,38.5,
EMP1017,2025-07-18,36.8,
EMP1017,2025-07-11,37.4,
EMP1017,2025-07-04,41.9,
EMP1017,2025-06-27,41.5,
EMP1017,2025-06-20,41.3,
EMP1017,2025-06-13,40.2,
EMP1017,2025-06-06,38.8,
EMP1017,2025-05-30,37.9,
EMP1017,2025-05-23,40.7,
EMP1017,2025-05-16,39.6,
EMP1017,2025-05-09,40.7,
EMP1017,2025-05-02,39.8,
EMP1017,2025-04-25,41.9,
EMP1017,2025-04-18,40.1,
EMP1017,2025-04-11,41.1,
EMP1017,2025-04-04,41.8,
EMP1017,2025-03-28,36.5,
EMP1017,2025-03-21,40.2,
EMP1017,2025-03-14,41.8,
EMP1017,2025-03-07,37.0,
EMP1017,2025-02-28,39.2,
EMP1017,2025-02-21,38.1,
EMP1017,2025-02-14,37.6,
EMP1017,2025-02-07,38.3,
EMP1017,2025-01-31,41.8,
EMP1017,2025-01-24,36.2,
EMP1017,2025-01-17,40.9,
EMP1017,2025-01-10,39.4,
EMP1017,2025-01-03,38.1,
EMP1017,2024-12-27,36.0,
EMP1017,2024-12-20,38.1,
EMP1017,2024-12-13,40.5,
EMP1017,2024-12-06,40.4,
EMP1017,2024-11-29,40.8,
EMP1017,2024-11-22,37.9,
EMP1017,2024-11-15,41.0,
EMP1017,2024-11-08,37.6,
EMP1017,2024-11-01,40.3,
EMP1017,2024-10-25,39.7,
EMP1017,2024-10-18,40.0,
EMP1017,2024-10-11,37.5,
EMP1017,2024-10-04,40.0,
EMP1017,2024-09-27,41.5,
EMP1017,2024-09-20,36.3,
EMP1017,2024-09-13,39.0,
EMP1017,2024-09-06,38.8,
EMP1017,2024-08-30,36.3,
EMP1017,2024-08-23,36.1,
EMP1018,2026-08-14,37.5,
EMP1018,2026-08-07,41.0,
EMP1018,2026-07-31,36.1,
EMP1018,2026-07-24,37.9,
EMP1018,2026-07-17,41.4,
EMP1018,2026-07-10,36.7,
EMP1018,2026-07-03,37.7,
EMP1018,2026-06-26,36.1,
EMP1018,2026-06-19,40.6,
EMP1018,2026-06-12,39.6,
EMP1018,2026-06-05,40.7,
EMP1018,2026-05-29,39.3,
EMP1018,2026-05-22,37.1,
EMP1018,2026-05-15,40.8,
EMP1018,2026-05-08,36.1,
EMP1018,2026-05-01,37.3,
EMP1018,2026-04-24,38.3,
EMP1018,2026-04-17,40.6,
EMP1018,2026-04-10,40.6,
EMP1018,2026-04-03,40.4,
EMP1018,2026-03-27,36.2,
EMP1018,2026-03-20,39.1,
EMP1018,2026-03-13,41.5,
EMP1018,2026-03-06,39.3,
EMP1018,2026-02-27,38.4,
EMP1018,2026-02-20,41.7,
EMP1018,2026-02-13,39.8,
EMP1018,2026-02-06,40.2,
EMP1018,2026-01-30,36.1,
EMP1018,2026-01-23,38.7,
EMP1018,2026-01-16,39.2,
EMP1018,2026-01-09,36.9,
EMP1018,2026-01-02,37.9,
EMP1018,2025-12-26,39.6,
EMP1018,2025-12-19,38.0,
EMP1018,2025-12-12,41.8,
EMP1018,2025-12-05,38.3,
EMP1018,2025-11-28,40.2,
EMP1018,2025-11-21,40.3,
EMP1018,2025-11-14,37.2,
EMP1018,2025-11-07,37.2,
EMP1018,2025-10-31,37.4,
EMP1018,2025-10-24,40.3,
EMP1018,2025-10-17,36.8,
EMP1018,2025-10-10,36.3,
EMP1018,2025-10-03,37.1,
EMP1018,2025-09-26,41.9,
EMP1018,2025-09-19,37.8,
EMP1018,2025-09-12,41.1,
EMP1018,2025-09-05,39.0,
EMP1018,2025-08-29,39.0,
EMP1018,2025-08-22,36.3,
EMP1018,2025-08-15,40.6,
EMP1018,2025-08-08,38.6,
EMP1018,2025-08-01,36.3,
EMP1018,2025-07-25,40.3,
EMP1018,2025-07-18,39.6,
EMP1018,2025-07-11,38.9,
EMP1018,2025-07-04,41.8,
EMP1018,2025-06-27,39.6,
EMP1018,2025-06-20,36.2,
EMP1018,2025-06-13,40.1,
EMP1018,2025-06-06,36.7,
EMP1018,2025-05-30,40.2,
EMP1018,2025-05-23,36.6,
EMP1018,2025-05-16,41.0,
EMP1018,2025-05-09,40.9,
EMP1018,2025-05-02,39.8,
EMP1018,2025-04-25,41.9,
EMP1018,2025-04-18,41.2,
EMP1018,2025-04-11,36.5,
EMP1018,2025-04-04,37.2,
EMP1018,2025-03-28,41.1,
EMP1018,2025-03-21,36.9,
EMP1018,2025-03-14,38.3,
EMP1018,2025-03-07,36.6,
EMP1018,2025-02-28,38.0,
EMP1018,2025-02-21,37.7,
EMP1018,2025-02-14,38.0,
EMP1018,2025-02-07,36.3,
EMP1018,2025-01-31,37.0,
EMP1018,2025-01-24,38.4,
EMP1018,2025-01-17,37.1,
EMP1018,2025-01-10,36.7,
EMP1018,2025-01-03,39.6,
EMP1018,2024-12-27,38.4,
EMP1018,2024-12-20,37.8,
EMP1018,2024-12-13,38.7,
EMP1018,2024-12-06,40.1,
EMP1018,2024-11-29,41.9,
EMP1018,2024-11-22,36.9,
EMP1018,2024-11-15,37.9,
EMP1018,2024-11-08,39.6,
EMP1018,2024-11-01,38.8,
EMP1018,2024-10-25,36.0,
EMP1018,2024-10-18,38.9,
EMP1018,2024-10-11,37.6,
EMP1018,2024-10-04,40.3,
EMP1018,2024-09-27,37.8,
EMP1018,2024-09-20,40.4,
EMP1018,2024-09-13,41.8,
EMP1018,2024-09-06,36.3,
EMP1018,2024-08-30,39.2,
EMP1018,2024-08-23,41.4,
EMP1019,2026-08-14,40.6,
EMP1019,2026-08-07,41.5,
EMP1019,2026-07-31,41.4,
EMP1019,2026-07-24,36.5,
EMP1019,2026-07-17,40.5,
EMP1019,2026-07-10,37.7,
EMP1019,2026-07-03,40.5,
EMP1019,2026-06-26,40.9,
EMP1019,2026-06-19,39.4,
EMP1019,2026-06-12,40.4,
EMP1019,2026-06-05,39.5,
EMP1019,2026-05-29,38.5,
EMP1019,2026-05-22,40.8,
EMP1019,2026-05-15,40.8,
EMP1019,2026-05-08,42.0,
EMP1019,2026-05-01,36.8,
EMP1019,2026-04-24,38.4,
EMP1019,2026-04-17,37.5,
EMP1019,2026-04-10,40.2,
EMP1019,2026-04-03,39.5,
EMP1019,2026-03-27,41.5,
EMP1019,2026-03-20,38.2,
EMP1019,2026-03-13,41.9,
EMP1019,2026-03-06,36.8,
EMP1019,2026-02-27,38.3,
EMP1019,2026-02-20,40.4,
EMP1019,2026-02-13,37.8,
EMP1019,2026-02-06,36.8,
EMP1019,2026-01-30,38.9,
EMP1019,2026-01-23,39.3,
EMP1019,2026-01-16,38.7,
EMP1019,2026-01-09,37.3,
EMP1019,2026-01-02,38.3,
EMP1019,2025-12-26,38.4,
EMP1019,2025-12-19,38.0,
EMP1019,2025-12-12,40.9,
EMP1019,2025-12-05,38.4,
EMP1019,2025-11-28,36.2,
EMP1019,2025-11-21,38.4,
EMP1019,2025-11-14,38.6,
EMP1019,2025-11-07,36.1,
EMP1019,2025-10-31,36.3,
EMP1019,2025-10-24,40.4,
EMP1019,2025-10-17,41.3,
EMP1019,2025-10-10,36.5,
EMP1019,2025-10-03,39.8,
EMP1019,2025-09-26,37.6,
EMP1019,2025-09-19,36.0,
EMP1019,2025-09-12,39.3,
EMP1019,2025-09-05,36.7,
EMP1019,2025-08-29,41.2,
EMP1019,2025-08-22,39.5,
EMP1019,2025-08-15,39.6,
EMP1019,2025-08-08,41.9,
EMP1019,2025-08-01,36.4,
EMP1019,2025-07-25,40.4,
EMP1019,2025-07-18,39.8,
EMP1019,2025-07-11,36.9,
EMP1019,2025-07-04,36.8,
EMP1019,2025-06-27,39.6,
EMP1019,2025-06-20,38.0,
EMP1019,2025-06-13,40.1,
EMP1019,2025-06-06,40.6,
EMP1019,2025-05-30,38.8,
EMP1019,2025-05-23,38.2,
EMP1019,2025-05-16,38.8,
EMP1019,2025-05-09,39.6,
EMP1019,2025-05-02,37.4,
EMP1019,2025-04-25,36.7,
EMP1020,2026-08-14,39.9,
EMP1020,2026-08-07,37.1,
EMP1020,2026-07-31,38.4,
EMP1020,2026-07-24,36.3,
EMP1020,2026-07-17,40.3,
EMP1020,2026-07-10,38.6,
EMP1020,2026-07-03,36.8,
EMP1020,2026-06-26,41.8,
EMP1020,2026-06-19,38.1,
EMP1020,2026-06-12,40.9,
EMP1020,2026-06-05,39.0,
EMP1020,2026-05-29,37.8,
EMP1020,2026-05-22,37.9,
EMP1020,2026-05-15,40.9,
EMP1020,2026-05-08,41.9,
EMP1020,2026-05-01,39.5,
EMP1020,2026-04-24,36.8,
EMP1020,2026-04-17,37.9,
EMP1020,2026-04-10,40.5,
EMP1020,2026-04-03,41.8,
EMP1020,2026-03-27,37.7,
EMP1020,2026-03-20,37.7,
EMP1020,2026-03-13,38.0,
EMP1020,2026-03-06,39.1,
EMP1020,2026-02-27,36.7,
EMP1020,2026-02-20,36.1,
EMP1020,2026-02-13,39.4,
EMP1020,2026-02-06,40.3,
EMP1020,2026-01-30,39.6,
EMP1020,2026-01-23,38.1,
EMP1020,2026-01-16,38.1,
EMP1020,2026-01-09,37.3,
EMP1020,2026-01-02,41.3,
EMP1020,2025-12-26,41.1,
EMP1020,2025-12-19,40.6,
EMP1020,2025-12-12,38.4,
EMP1020,2025-12-05,38.4,
EMP1020,2025-11-28,41.2,
EMP1020,2025-11-21,39.6,
EMP1020,2025-11-14,40.1,
EMP1020,2025-11-07,36.9,
EMP1020,2025-10-31,39.0,
EMP1020,2025-10-24,39.0,
EMP1020,2025-10-17,37.9,
EMP1020,2025-10-10,38.4,
EMP1020,2025-10-03,36.1,
EMP1020,2025-09-26,41.8,
EMP1020,2025-09-19,38.5,
EMP1020,2025-09-12,40.9,
EMP1020,2025-09-05,41.0,
EMP1020,2025-08-29,37.9,
EMP1020,2025-08-22,38.5,
EMP1020,2025-08-15,38.7,
EMP1020,2025-08-08,37.8,
EMP1020,2025-08-01,41.2,
EMP1020,2025-07-25,36.9,
EMP1020,2025-07-18,38.5,
EMP1020,2025-07-11,41.5,
EMP1020,2025-07-04,36.1,
EMP1020,2025-06-27,37.2,
EMP1020,2025-06-20,40.8,
EMP1020,2025-06-13,36.4,
EMP1020,2025-06-06,39.0,
EMP1020,2025-05-30,36.2,
EMP1020,2025-05-23,38.2,
EMP1020,2025-05-16,37.2,
EMP1021,2026-08-14,36.0,
EMP1021,2026-08-07,38.6,
EMP1021,2026-07-31,40.1,
EMP1021,2026-07-24,39.8,
EMP1021,2026-07-17,36.5,
EMP1021,2026-07-10,39.0,
EMP1021,2026-07-03,36.6,
EMP1021,2026-06-26,38.5,
EMP1021,2026-06-19,38.1,
EMP1021,2026-06-12,38.6,
EMP1021,2026-06-05,36.4,
EMP1021,2026-05-29,36.8,
EMP1021,2026-05-22,37.5,
EMP1021,2026-05-15,36.5,
EMP1021,2026-05-08,37.5,
EMP1021,2026-05-01,38.0,
EMP1021,2026-04-24,38.7,
EMP1021,2026-04-17,37.6,
EMP1021,2026-04-10,40.3,
EMP1021,2026-04-03,41.8,
EMP1021,2026-03-27,40.4,
EMP1021,2026-03-20,38.2,
EMP1021,2026-03-13,36.6,
EMP1021,2026-03-06,40.9,
EMP1021,2026-02-27,40.2,
EMP1021,2026-02-20,41.9,
EMP1021,2026-02-13,38.8,
EMP1021,2026-02-06,36.3,
EMP1021,2026-01-30,40.3,
EMP1021,2026-01-23,36.7,
EMP1021,2026-01-16,41.6,
EMP1021,2026-01-09,36.5,
EMP1021,2026-01-02,39.9,
EMP1021,2025-12-26,39.1,
EMP1021,2025-12-19,39.5,
EMP1021,2025-12-12,38.4,
EMP1021,2025-12-05,41.8,
EMP1021,2025-11-28,41.6,
EMP1021,2025-11-21,41.1,
EMP1021,2025-11-14,38.4,
EMP1021,2025-11-07,37.3,
EMP1021,2025-10-31,38.0,
EMP1021,2025-10-24,41.3,
EMP1021,2025-10-17,39.3,
EMP1021,2025-10-10,37.2,
EMP1021,2025-10-03,37.9,
EMP1021,2025-09-26,39.6,
EMP1021,2025-09-19,37.6,
EMP1021,2025-09-12,40.0,
EMP1021,2025-09-05,38.8,
EMP1021,2025-08-29,39.3,
EMP1021,2025-08-22,36.0,
EMP1021,2025-08-15,40.1,
EMP1021,2025-08-08,36.3,
EMP1021,2025-08-01,37.1,
EMP1021,2025-07-25,37.5,
EMP1021,2025-07-18,40.5,
EMP1021,2025-07-11,38.9,
EMP1021,2025-07-04,38.8,
EMP1021,2025-06-27,40.4,
EMP1021,2025-06-20,39.3,
EMP1021,2025-06-13,37.5,
EMP1021,2025-06-06,36.0,
EMP1021,2025-05-30,39.9,
EMP1021,2025-05-23,39.4,
EMP1021,2025-05-16,37.0,
EMP1021,2025-05-09,39.6,
EMP1021,2025-05-02,38.6,
EMP1021,2025-04-25,37.5,
EMP1021,2025-04-18,37.1,
EMP1021,2025-04-11,40.9,
EMP1021,2025-04-04,40.1,
EMP1021,2025-03-28,39.6,
EMP1021,2025-03-21,38.9,
EMP1021,2025-03-14,40.7,
EMP1021,2025-03-07,36.8,
EMP1021,2025-02-28,39.4,
EMP1021,2025-02-21,41.2,
EMP1021,2025-02-14,37.7,
EMP1021,2025-02-07,36.2,
EMP1021,2025-01-31,41.2,
EMP1021,2025-01-24,41.5,
EMP1021,2025-01-17,37.9,
EMP1021,2025-01-10,40.6,
EMP1021,2025-01-03,40.9,
EMP1021,2024-12-27,41.6,
EMP1021,2024-12-20,41.4,
EMP1021,2024-12-13,38.8,
EMP1021,2024-12-06,39.7,
EMP1021,2024-11-29,39.6,
EMP1021,2024-11-22,37.1,
EMP1021,2024-11-15,37.0,
EMP1021,2024-11-08,38.8,
EMP1021,2024-11-01,37.4,
EMP1021,2024-10-25,41.6,
EMP1021,2024-10-18,37.0,
EMP1021,2024-10-11,40.3,
EMP1021,2024-10-04,41.2,
EMP1021,2024-09-27,39.9,
EMP1021,2024-09-20,36.3,
EMP1021,2024-09-13,37.4,
EMP1021,2024-09-06,37.1,
EMP1021,2024-08-30,39.5,
EMP1021,2024-08-23,37.5,
EMP1022,2026-08-14,41.9,
EMP1022,2026-08-07,36.4,
EMP1022,2026-07-31,39.7,
EMP1022,2026-07-24,37.4,
EMP1022,2026-07-17,40.8,
EMP1022,2026-07-10,39.1,
EMP1022,2026-07-03,37.8,
EMP1022,2026-06-26,37.3,
EMP1022,2026-06-19,37.8,
EMP1022,2026-06-12,40.0,
EMP1022,2026-06-05,39.6,
EMP1022,2026-05-29,39.2,
EMP1022,2026-05-22,41.3,
EMP1022,2026-05-15,36.1,
EMP1022,2026-05-08,40.0,
EMP1022,2026-05-01,38.0,
EMP1022,2026-04-24,37.9,
EMP1022,2026-04-17,36.5,
EMP1022,2026-04-10,41.1,
EMP1022,2026-04-03,40.1,
EMP1022,2026-03-27,36.8,
EMP1022,2026-03-20,38.3,
EMP1022,2026-03-13,41.5,
EMP1022,2026-03-06,38.7,
EMP1022,2026-02-27,38.6,
EMP1022,2026-02-20,40.1,
EMP1022,2026-02-13,39.7,
EMP1022,2026-02-06,37.2,
EMP1022,2026-01-30,41.8,
EMP1022,2026-01-23,36.7,
EMP1022,2026-01-16,36.0,
EMP1022,2026-01-09,41.0,
EMP1022,2026-01-02,40.7,
EMP1022,2025-12-26,41.9,
EMP1022,2025-12-19,37.3,
EMP1022,2025-12-12,36.9,
EMP1022,2025-12-05,40.6,
EMP1022,2025-11-28,38.6,
EMP1022,2025-11-21,39.8,
EMP1022,2025-11-14,40.7,
EMP1022,2025-11-07,41.5,
EMP1022,2025-10-31,39.0,
EMP1022,2025-10-24,38.8,
EMP1022,2025-10-17,37.3,
EMP1022,2025-10-10,41.6,
EMP1022,2025-10-03,38.5,
EMP1022,2025-09-26,40.4,
EMP1022,2025-09-19,40.2,
EMP1022,2025-09-12,36.2,
EMP1022,2025-09-05,38.4,
EMP1022,2025-08-29,41.6,
EMP1022,2025-08-22,40.4,
EMP1022,2025-08-15,36.2,
EMP1022,2025-08-08,40.8,
EMP1022,2025-08-01,36.0,
EMP1022,2025-07-25,39.4,
EMP1022,2025-07-18,36.3,
EMP1022,2025-07-11,38.3,
EMP1022,2025-07-04,36.2,
EMP1022,2025-06-27,39.7,
EMP1022,2025-06-20,37.0,
EMP1022,2025-06-13,39.0,
EMP1022,2025-06-06,37.8,
EMP1022,2025-05-30,39.8,
EMP1022,2025-05-23,36.5,
EMP1022,2025-05-16,40.9,
EMP1022,2025-05-09,39.8,
EMP1022,2025-05-02,40.7,
EMP1022,2025-04-25,37.8,
EMP1022,2025-04-18,36.3,
EMP1022,2025-04-11,41.4,
EMP1022,2025-04-04,37.6,
EMP1022,2025-03-28,40.1,
EMP1022,2025-03-21,41.2,
EMP1022,2025-03-14,38.8,
EMP1022,2025-03-07,40.6,
EMP1022,2025-02-28,39.0,
EMP1022,2025-02-21,38.6,
EMP1022,2025-02-14,38.5,
EMP1022,2025-02-07,38.2,
EMP1022,2025-01-31,41.6,
EMP1022,2025-01-24,41.1,
EMP1022,2025-01-17,38.6,
EMP1022,2025-01-10,37.0,
EMP1022,2025-01-03,41.1,
EMP1022,2024-12-27,37.5,
EMP1022,2024-12-20,38.4,
EMP1022,2024-12-13,40.8,
EMP1022,2024-12-06,40.0,
EMP1022,2024-11-29,38.1,
EMP1022,2024-11-22,41.1,
EMP1022,2024-11-15,40.9,
EMP1022,2024-11-08,38.4,
EMP1022,2024-11-01,41.7,
EMP1022,2024-10-25,37.6,
EMP1022,2024-10-18,38.5,
EMP1022,2024-10-11,36.4,
EMP1022,2024-10-04,39.4,
EMP1022,2024-09-27,37.6,
EMP1022,2024-09-20,39.6,
EMP1022,2024-09-13,39.9,
EMP1022,2024-09-06,37.3,
EMP1022,2024-08-30,39.1,
EMP1022,2024-08-23,37.3,
EMP1023,2026-08-14,19.5,Alumni Support
EMP1023,2026-08-07,20.5,Career Readiness
EMP1023,2026-07-31,21.1,College Access
EMP1023,2026-07-24,17.5,Alumni Support
EMP1023,2026-07-17,16.2,Career Readiness
EMP1023,2026-07-10,20.9,College Access
EMP1023,2026-07-03,21.2,College Persistence
EMP1023,2026-06-26,16.9,Alumni Support
EMP1023,2026-06-19,20.7,Alumni Support
EMP1023,2026-06-12,17.8,College Persistence
EMP1023,2026-06-05,16.8,College Persistence
EMP1023,2026-05-29,21.9,Career Readiness
EMP1023,2026-05-22,21.4,College Access
EMP1023,2026-05-15,16.8,College Persistence
EMP1023,2026-05-08,20.3,College Access
EMP1023,2026-05-01,20.0,College Access
EMP1023,2026-04-24,18.0,Career Readiness
EMP1023,2026-04-17,19.4,Career Readiness
EMP1023,2026-04-10,17.4,College Access
EMP1023,2026-04-03,16.0,College Access
EMP1023,2026-03-27,17.1,Alumni Support
EMP1023,2026-03-20,18.6,College Persistence
EMP1023,2026-03-13,16.8,College Persistence
EMP1023,2026-03-06,20.9,Career Readiness
EMP1023,2026-02-27,21.6,Career Readiness
EMP1023,2026-02-20,17.0,College Persistence
EMP1023,2026-02-13,18.0,Alumni Support
EMP1023,2026-02-06,20.5,Alumni Support
EMP1023,2026-01-30,16.4,College Persistence
EMP1023,2026-01-23,21.5,College Persistence
EMP1023,2026-01-16,17.2,Alumni Support
EMP1023,2026-01-09,16.3,Career Readiness
EMP1023,2026-01-02,16.4,College Access
EMP1023,2025-12-26,18.3,College Access
EMP1023,2025-12-19,21.9,College Persistence
EMP1023,2025-12-12,20.2,Career Readiness
EMP1023,2025-12-05,19.5,Career Readiness
EMP1023,2025-11-28,18.4,Alumni Support
EMP1023,2025-11-21,20.5,Career Readiness
EMP1023,2025-11-14,18.3,Career Readiness
EMP1023,2025-11-07,19.1,Alumni Support
EMP1023,2025-10-31,19.7,Alumni Support
EMP1023,2025-10-24,17.2,College Persistence
EMP1023,2025-10-17,21.8,Alumni Support
EMP1023,2025-10-10,16.9,Alumni Support
EMP1023,2025-10-03,20.8,College Access
EMP1023,2025-09-26,21.0,College Access
EMP1023,2025-09-19,19.4,College Persistence
EMP1023,2025-09-12,18.5,Alumni Support
EMP1023,2025-09-05,18.4,College Access
EMP1023,2025-08-29,16.6,Career Readiness
EMP1023,2025-08-22,18.1,Career Readiness
EMP1023,2025-08-15,20.4,Alumni Support
EMP1023,2025-08-08,21.7,Career Readiness
EMP1023,2025-08-01,19.0,Alumni Support
EMP1023,2025-07-25,17.9,Career Readiness
EMP1023,2025-07-18,21.3,Career Readiness
EMP1023,2025-07-11,16.6,College Persistence
EMP1023,2025-07-04,17.5,Alumni Support
EMP1023,2025-06-27,17.6,College Access
EMP1023,2025-06-20,16.3,Alumni Support
EMP1023,2025-06-13,18.0,Alumni Support
EMP1023,2025-06-06,20.9,College Persistence
EMP1023,2025-05-30,17.7,College Access
EMP1023,2025-05-23,18.1,Alumni Support
EMP1023,2025-05-16,18.3,Career Readiness
EMP1023,2025-05-09,18.0,College Persistence
EMP1023,2025-05-02,17.1,Career Readiness
EMP1023,2025-04-25,21.2,Career Readiness
EMP1023,2025-04-18,16.4,Alumni Support
EMP1023,2025-04-11,21.6,College Access
EMP1023,2025-04-04,16.9,College Persistence
EMP1023,2025-03-28,17.2,Alumni Support
EMP1023,2025-03-21,21.5,Alumni Support
EMP1023,2025-03-14,16.1,College Persistence
EMP1023,2025-03-07,21.0,Alumni Support
EMP1023,2025-02-28,21.2,College Access
EMP1023,2025-02-21,18.7,College Persistence
EMP1023,2025-02-14,18.4,College Access
EMP1023,2025-02-07,21.3,Career Readiness
EMP1023,2025-01-31,20.9,Career Readiness
EMP1023,2025-01-24,16.9,College Persistence
EMP1023,2025-01-17,19.1,Alumni Support
EMP1023,2025-01-10,16.4,College Access
EMP1023,2025-01-03,20.8,Career Readiness
EMP1023,2024-12-27,20.4,College Persistence
EMP1023,2024-12-20,16.2,Career Readiness
EMP1023,2024-12-13,20.5,College Persistence
EMP1023,2024-12-06,17.6,College Access
EMP1023,2024-11-29,19.5,Alumni Support
EMP1023,2024-11-22,19.8,Alumni Support
EMP1023,2024-11-15,19.6,Alumni Support
EMP1023,2024-11-08,16.8,Career Readiness
